5	{"en": "PT Establishment", "id": "Pendirian PT", "zh": "PT 设立"}	{"en": "Complete PT + Company Website", "id": "PT LENGKAP + WEBSITE COMPANY", "zh": "完整 PT + 公司网站"}	6500000	10156000	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	pt	{"en": "A complete PT establishment package with digital business identity and a company website.", "id": "Paket lengkap pendirian PT dengan identitas bisnis digital dan website company.", "zh": "完整 PT 设立套餐，包含数字商务身份和公司网站。"}	t	pendirian-pt	pt-lengkap-website
6	{"en": "PT Establishment", "id": "Pendirian PT", "zh": "PT 设立"}	{"en": "Complete PT", "id": "PT LENGKAP", "zh": "完整 PT"}	5000000	7812500	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	pt	{"en": "A complete PT establishment package for legality, basic branding, and operational needs.", "id": "Paket pendirian PT lengkap untuk legalitas, branding dasar, dan kebutuhan operasional.", "zh": "完整 PT 设立套餐，适合法务、基础品牌和运营需求。"}	t	pendirian-pt	pt-lengkap
8	{"en": "PT Establishment", "id": "Pendirian PT", "zh": "PT 设立"}	{"en": "Complete PT + PKP + Company Website", "id": "PT LENGKAP + PKP + WEBSITE COMPANY", "zh": "完整 PT + PKP + 公司网站"}	7000000	10937500	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	pt	{"en": "A complete PT package with PKP, electronic certificate, and a company website.", "id": "Paket PT lengkap dengan PKP, sertifikat elektronik, dan website company.", "zh": "完整 PT 套餐，包含 PKP、电子证书和公司网站。"}	f	pendirian-pt	pt-lengkap-pkp-website
9	{"en": "PT Establishment", "id": "Pendirian PT", "zh": "PT 设立"}	{"en": "Complete PT + PKP", "id": "PT LENGKAP + PKP", "zh": "完整 PT + PKP"}	6000000	9375000	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	pt	{"en": "A complete PT package with PKP processing and related tax documents.", "id": "Paket PT lengkap dengan pengurusan PKP dan dokumen pajak terkait.", "zh": "完整 PT 套餐，包含 PKP 办理和相关税务文件。"}	f	pendirian-pt	pt-lengkap-pkp
7	{"en": "PT Establishment", "id": "Pendirian PT", "zh": "PT 设立"}	{"en": "Basic PT", "id": "PT DASAR", "zh": "基础 PT"}	4900000	7031250	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20"}	t	2026-06-22 10:00:00	2026-07-03 04:05:58.255	pt	{"en": "A basic PT establishment package for core legality and required business documents.", "id": "Paket dasar pendirian PT untuk legalitas inti dan dokumen wajib usaha.", "zh": "基础 PT 设立套餐，包含核心法务和必要业务文件。"}	t	pendirian-pt	pt-dasar
10	{"en": "PT Establishment", "id": "Pendirian PT", "zh": "PT 设立"}	{"en": "Gold Individual PT Package", "id": "PAKET GOLD PT PERORANGAN", "zh": "个人 PT 金牌套餐"}	1500000	2343750	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	pt	{"en": "A more complete individual PT package for personal business legality.", "id": "Paket PT Perorangan dengan dokumen lebih lengkap untuk usaha perorangan.", "zh": "更完整的个人 PT 套餐，适合个人业务法务需求。"}	f	pendirian-pt	pt-perorangan-gold
11	{"en": "PT Establishment", "id": "Pendirian PT", "zh": "PT 设立"}	{"en": "Silver Individual PT Package", "id": "PAKET SILVER PT PERORANGAN", "zh": "个人 PT 银牌套餐"}	600000	937500	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	pt	{"en": "A compact individual PT package for early legality and OSS needs.", "id": "Paket PT Perorangan ringkas untuk legalitas awal dan kebutuhan OSS.", "zh": "简洁个人 PT 套餐，适合初始法务和 OSS 需求。"}	f	pendirian-pt	pt-perorangan-silver
12	{"en": "PT Establishment", "id": "Pendirian PT", "zh": "PT 设立"}	{"en": "NIB Processing", "id": "Pengurusan NIB (Nomor Induk Berusaha)", "zh": "NIB 办理"}	500000	1000000	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pengurusan%20NIB%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pengurusan%20NIB%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pengurusan%20NIB%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	pt	{"en": "NIB processing for businesses that need a business identification number and OSS access.", "id": "Pengurusan NIB untuk bisnis yang membutuhkan nomor induk berusaha dan akses OSS.", "zh": "适合需要营业识别号和 OSS 访问权限的企业办理 NIB。"}	f	pendirian-pt	nib
13	{"en": "PT PMA Establishment", "id": "Pendirian PT PMA", "zh": "PT PMA 设立"}	{"en": "PT PMA (Foreign Investment)", "id": "PT PMA (Penanaman Modal Asing)", "zh": "PT PMA（外商投资）"}	8500000	13281000	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20PMA%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20PMA%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20PT%20PMA%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	pt-pma	{"en": "PT PMA establishment for foreign investment needs in Indonesia.", "id": "Pendirian PT PMA untuk kebutuhan penanaman modal asing di Indonesia.", "zh": "面向在印尼外资投资需求的 PT PMA 设立套餐。"}	f	pendirian-pt-pma	pt-pma
14	{"en": "CV Establishment", "id": "Pendirian CV", "zh": "CV 设立"}	{"en": "Complete CV + Company Website", "id": "CV Lengkap + Website Company", "zh": "完整 CV + 公司网站"}	5000000	7812500	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	cv	{"en": "A complete CV establishment package with business identity assets and a company website.", "id": "Paket lengkap pendirian CV dengan aset identitas bisnis dan website company.", "zh": "完整 CV 设立套餐，包含商务身份资产和公司网站。"}	t	pendirian-cv	cv-lengkap-website
15	{"en": "CV Establishment", "id": "Pendirian CV", "zh": "CV 设立"}	{"en": "Complete CV", "id": "CV Lengkap", "zh": "完整 CV"}	3500000	5468750	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	cv	{"en": "A complete CV establishment package for legality, basic branding, and operations.", "id": "Paket pendirian CV lengkap untuk legalitas, branding dasar, dan operasional.", "zh": "完整 CV 设立套餐，适合法务、基础品牌和运营需求。"}	t	pendirian-cv	cv-lengkap
16	{"en": "CV Establishment", "id": "Pendirian CV", "zh": "CV 设立"}	{"en": "Basic CV", "id": "CV Dasar", "zh": "基础 CV"}	3000000	4687500	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	cv	{"en": "A basic CV establishment package for core legality and required business documents.", "id": "Paket dasar pendirian CV untuk legalitas inti dan dokumen wajib usaha.", "zh": "基础 CV 设立套餐，包含核心法务和必要业务文件。"}	t	pendirian-cv	cv-dasar
17	{"en": "CV Establishment", "id": "Pendirian CV", "zh": "CV 设立"}	{"en": "Complete CV + PKP + Website", "id": "CV Lengkap + PKP + Website", "zh": "完整 CV + PKP + 网站"}	6000000	9375000	{"en": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "id": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20", "zh": "https://api.whatsapp.com/send?phone=628887127000&text=Halo%20MinGans!%20Aku%20mau%20konsultasi%20terkait%20Pembuatan%20CV%20nih!%20"}	t	2026-06-22 10:00:00	2026-06-22 10:00:00	cv	{"en": "A complete CV package with PKP, electronic certificate, and a company website.", "id": "Paket CV lengkap dengan PKP, sertifikat elektronik, dan website company.", "zh": "完整 CV 套餐，包含 PKP、电子证书和公司网站。"}	f	pendirian-cv	cv-lengkap-pkp-website
\.


